Date,Divisions,Channels,Product category,Cash,Actual Sales,Planned Sales
2023-03-31,Восток,B2B,Sports,Non-Cash,1300,1300
2023-03-31,Восток,B2B,Books,Cash,424,350
2023-03-31,Восток,B2B,Books,Non-Cash,786,650
2023-03-31,Восток,Mobile Commerce,Electronics,Cash,1058,945
2023-03-31,Восток,Mobile Commerce,Electronics,Non-Cash,1966,1755
2023-03-31,Восток,Mobile Commerce,Clothing,Cash,599,788
2023-03-31,Восток,Mobile Commerce,Clothing,Non-Cash,1111,1462
2023-03-31,Восток,Mobile Commerce,Home & Kitchen,Cash,378,472
2023-03-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,702,878
2023-03-31,Восток,Mobile Commerce,Sports,Cash,510,630
2023-03-31,Восток,Mobile Commerce,Sports,Non-Cash,948,1170
2023-03-31,Восток,Mobile Commerce,Books,Cash,274,315
2023-03-31,Восток,Mobile Commerce,Books,Non-Cash,509,585
2023-04-30,Север,B2C,Electronics,Cash,318,315
2023-04-30,Север,B2C,Electronics,Non-Cash,591,585
2023-04-30,Север,B2C,Clothing,Cash,223,262
2023-04-30,Север,B2C,Clothing,Non-Cash,415,488
2023-04-30,Север,B2C,Home & Kitchen,Cash,141,158
2023-04-30,Север,B2C,Home & Kitchen,Non-Cash,260,292
2023-04-30,Север,B2C,Sports,Cash,174,210
2023-04-30,Север,B2C,Sports,Non-Cash,324,390
2023-04-30,Север,B2C,Books,Cash,86,105
2023-04-30,Север,B2C,Books,Non-Cash,160,195
2023-04-30,Север,B2B,Electronics,Cash,504,420
2023-04-30,Север,B2B,Electronics,Non-Cash,936,780
2023-04-30,Север,B2B,Clothing,Cash,280,350
2023-04-30,Север,B2B,Clothing,Non-Cash,520,650
2023-04-30,Север,B2B,Home & Kitchen,Cash,256,210
2023-04-30,Север,B2B,Home & Kitchen,Non-Cash,476,390
2023-04-30,Север,B2B,Sports,Cash,328,280
2023-04-30,Север,B2B,Sports,Non-Cash,608,520
2023-04-30,Север,B2B,Books,Cash,109,140
2023-04-30,Север,B2B,Books,Non-Cash,203,260
2023-04-30,Север,Mobile Commerce,Electronics,Cash,321,378
2023-04-30,Север,Mobile Commerce,Electronics,Non-Cash,597,702
2023-04-30,Север,Mobile Commerce,Clothing,Cash,321,315
2023-04-30,Север,Mobile Commerce,Clothing,Non-Cash,597,585
2023-04-30,Север,Mobile Commerce,Home & Kitchen,Cash,189,189
2023-04-30,Север,Mobile Commerce,Home & Kitchen,Non-Cash,351,351
2023-04-30,Север,Mobile Commerce,Sports,Cash,197,252
2023-04-30,Север,Mobile Commerce,Sports,Non-Cash,365,468
2023-04-30,Север,Mobile Commerce,Books,Cash,112,126
2023-04-30,Север,Mobile Commerce,Books,Non-Cash,208,234
2023-04-30,Запад,B2C,Electronics,Cash,439,472
2023-04-30,Запад,B2C,Electronics,Non-Cash,817,878
2023-04-30,Запад,B2C,Clothing,Cash,315,394
2023-04-30,Запад,B2C,Clothing,Non-Cash,585,731
2023-04-30,Запад,B2C,Home & Kitchen,Cash,186,236
2023-04-30,Запад,B2C,Home & Kitchen,Non-Cash,347,439
2023-04-30,Запад,B2C,Sports,Cash,290,315
2023-04-30,Запад,B2C,Sports,Non-Cash,538,585
2023-04-30,Запад,B2C,Books,Cash,126,158
2023-04-30,Запад,B2C,Books,Non-Cash,234,292
2023-04-30,Запад,B2B,Electronics,Cash,662,630
2023-04-30,Запад,B2B,Electronics,Non-Cash,1228,1170
2023-04-30,Запад,B2B,Clothing,Cash,520,525
2023-04-30,Запад,B2B,Clothing,Non-Cash,965,975
2023-04-30,Запад,B2B,Home & Kitchen,Cash,246,315
2023-04-30,Запад,B2B,Home & Kitchen,Non-Cash,456,585
2023-04-30,Запад,B2B,Sports,Cash,336,420
2023-04-30,Запад,B2B,Sports,Non-Cash,624,780
2023-04-30,Запад,B2B,Books,Cash,241,210
2023-04-30,Запад,B2B,Books,Non-Cash,448,390
2023-04-30,Запад,Mobile Commerce,Electronics,Cash,629,567
2023-04-30,Запад,Mobile Commerce,Electronics,Non-Cash,1169,1053
2023-04-30,Запад,Mobile Commerce,Clothing,Cash,585,472
2023-04-30,Запад,Mobile Commerce,Clothing,Non-Cash,1089,878
2023-04-30,Запад,Mobile Commerce,Home & Kitchen,Cash,281,284
2023-04-30,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,521,526
2023-04-30,Запад,Mobile Commerce,Sports,Cash,408,378
2023-04-30,Запад,Mobile Commerce,Sports,Non-Cash,758,702
2023-04-30,Запад,Mobile Commerce,Books,Cash,176,189
2023-04-30,Запад,Mobile Commerce,Books,Non-Cash,326,351
2023-04-30,Восток,B2C,Electronics,Cash,851,788
2023-04-30,Восток,B2C,Electronics,Non-Cash,1579,1462
2023-04-30,Восток,B2C,Clothing,Cash,584,656
2023-04-30,Восток,B2C,Clothing,Non-Cash,1085,1219
2023-04-30,Восток,B2C,Home & Kitchen,Cash,489,394
2023-04-30,Восток,B2C,Home & Kitchen,Non-Cash,906,731
2023-04-30,Восток,B2C,Sports,Cash,431,525
2023-04-30,Восток,B2C,Sports,Non-Cash,800,975
2023-04-30,Восток,B2C,Books,Cash,309,262
2023-04-30,Восток,B2C,Books,Non-Cash,576,488
2023-04-30,Восток,B2B,Electronics,Cash,1270,1050
2023-04-30,Восток,B2B,Electronics,Non-Cash,2360,1950
2023-04-30,Восток,B2B,Clothing,Cash,1076,875
2023-04-30,Восток,B2B,Clothing,Non-Cash,1999,1625
2023-04-30,Восток,B2B,Home & Kitchen,Cash,567,525
2023-04-30,Восток,B2B,Home & Kitchen,Non-Cash,1053,975
2023-04-30,Восток,B2B,Sports,Cash,644,700
2023-04-30,Восток,B2B,Sports,Non-Cash,1196,1300
2023-04-30,Восток,B2B,Books,Cash,364,350
2023-04-30,Восток,B2B,Books,Non-Cash,676,650
2023-04-30,Восток,Mobile Commerce,Electronics,Cash,822,945
2023-04-30,Восток,Mobile Commerce,Electronics,Non-Cash,1527,1755
2023-04-30,Восток,Mobile Commerce,Clothing,Cash,953,788
2023-04-30,Восток,Mobile Commerce,Clothing,Non-Cash,1769,1462
2023-04-30,Восток,Mobile Commerce,Home & Kitchen,Cash,505,472
2023-04-30,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,939,878
2023-04-30,Восток,Mobile Commerce,Sports,Cash,687,630
2023-04-30,Восток,Mobile Commerce,Sports,Non-Cash,1275,1170
2023-04-30,Восток,Mobile Commerce,Books,Cash,309,315
2023-04-30,Восток,Mobile Commerce,Books,Non-Cash,573,585
2023-05-31,Север,B2C,Electronics,Cash,315,315
2023-05-31,Север,B2C,Electronics,Non-Cash,585,585
2023-05-31,Север,B2C,Clothing,Cash,317,262
2023-05-31,Север,B2C,Clothing,Non-Cash,590,488
2023-05-31,Север,B2C,Home & Kitchen,Cash,186,158
2023-05-31,Север,B2C,Home & Kitchen,Non-Cash,345,292
2023-05-31,Север,B2C,Sports,Cash,244,210
2023-05-31,Север,B2C,Sports,Non-Cash,452,390
2023-05-31,Север,B2C,Books,Cash,127,105
2023-05-31,Север,B2C,Books,Non-Cash,236,195
2023-05-31,Север,B2B,Electronics,Cash,315,420
2023-05-31,Север,B2B,Electronics,Non-Cash,585,780
2023-05-31,Север,B2B,Clothing,Cash,304,350
2023-05-31,Север,B2B,Clothing,Non-Cash,566,650
2023-05-31,Север,B2B,Home & Kitchen,Cash,176,210
2023-05-31,Север,B2B,Home & Kitchen,Non-Cash,328,390
2023-05-31,Север,B2B,Sports,Cash,260,280
2023-05-31,Север,B2B,Sports,Non-Cash,484,520
2023-05-31,Север,B2B,Books,Cash,111,140
2023-05-31,Север,B2B,Books,Non-Cash,205,260
2023-05-31,Север,Mobile Commerce,Electronics,Cash,310,378
2023-05-31,Север,Mobile Commerce,Electronics,Non-Cash,576,702
2023-05-31,Север,Mobile Commerce,Clothing,Cash,246,315
2023-05-31,Север,Mobile Commerce,Clothing,Non-Cash,456,585
2023-05-31,Север,Mobile Commerce,Home & Kitchen,Cash,232,189
2023-05-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,432,351
2023-05-31,Север,Mobile Commerce,Sports,Cash,219,252
2023-05-31,Север,Mobile Commerce,Sports,Non-Cash,407,468
2023-05-31,Север,Mobile Commerce,Books,Cash,141,126
2023-05-31,Север,Mobile Commerce,Books,Non-Cash,262,234
2023-05-31,Запад,B2C,Electronics,Cash,566,472
2023-05-31,Запад,B2C,Electronics,Non-Cash,1054,878
2023-05-31,Запад,B2C,Clothing,Cash,485,394
2023-05-31,Запад,B2C,Clothing,Non-Cash,899,731
2023-05-31,Запад,B2C,Home & Kitchen,Cash,283,236
2023-05-31,Запад,B2C,Home & Kitchen,Non-Cash,527,439
2023-05-31,Запад,B2C,Sports,Cash,293,315
2023-05-31,Запад,B2C,Sports,Non-Cash,544,585
2023-05-31,Запад,B2C,Books,Cash,196,158
2023-05-31,Запад,B2C,Books,Non-Cash,362,292
2023-05-31,Запад,B2B,Electronics,Cash,517,630
2023-05-31,Запад,B2B,Electronics,Non-Cash,959,1170
2023-05-31,Запад,B2B,Clothing,Cash,530,525
2023-05-31,Запад,B2B,Clothing,Non-Cash,985,975
2023-05-31,Запад,B2B,Home & Kitchen,Cash,391,315
2023-05-31,Запад,B2B,Home & Kitchen,Non-Cash,725,585
2023-05-31,Запад,B2B,Sports,Cash,508,420
2023-05-31,Запад,B2B,Sports,Non-Cash,944,780
2023-05-31,Запад,B2B,Books,Cash,218,210
2023-05-31,Запад,B2B,Books,Non-Cash,406,390
2023-05-31,Запад,Mobile Commerce,Electronics,Cash,442,567
2023-05-31,Запад,Mobile Commerce,Electronics,Non-Cash,821,1053
2023-05-31,Запад,Mobile Commerce,Clothing,Cash,401,472
2023-05-31,Запад,Mobile Commerce,Clothing,Non-Cash,746,878
2023-05-31,Запад,Mobile Commerce,Home & Kitchen,Cash,270,284
2023-05-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,500,526
2023-05-31,Запад,Mobile Commerce,Sports,Cash,442,378
2023-05-31,Запад,Mobile Commerce,Sports,Non-Cash,821,702
2023-05-31,Запад,Mobile Commerce,Books,Cash,144,189
2023-05-31,Запад,Mobile Commerce,Books,Non-Cash,267,351
2023-05-31,Восток,B2C,Electronics,Cash,749,788
2023-05-31,Восток,B2C,Electronics,Non-Cash,1389,1462
2023-05-31,Восток,B2C,Clothing,Cash,597,656
2023-05-31,Восток,B2C,Clothing,Non-Cash,1109,1219
2023-05-31,Восток,B2C,Home & Kitchen,Cash,461,394
2023-05-31,Восток,B2C,Home & Kitchen,Non-Cash,855,731
2023-05-31,Восток,B2C,Sports,Cash,541,525
2023-05-31,Восток,B2C,Sports,Non-Cash,1004,975
2023-05-31,Восток,B2C,Books,Cash,265,262
2023-05-31,Восток,B2C,Books,Non-Cash,493,488
2023-05-31,Восток,B2B,Electronics,Cash,1029,1050
2023-05-31,Восток,B2B,Electronics,Non-Cash,1911,1950
2023-05-31,Восток,B2B,Clothing,Cash,1076,875
2023-05-31,Восток,B2B,Clothing,Non-Cash,1999,1625
2023-05-31,Восток,B2B,Home & Kitchen,Cash,404,525
2023-05-31,Восток,B2B,Home & Kitchen,Non-Cash,751,975
2023-05-31,Восток,B2B,Sports,Cash,791,700
2023-05-31,Восток,B2B,Sports,Non-Cash,1469,1300
2023-05-31,Восток,B2B,Books,Cash,294,350
2023-05-31,Восток,B2B,Books,Non-Cash,546,650
2023-05-31,Восток,Mobile Commerce,Electronics,Cash,728,945
2023-05-31,Восток,Mobile Commerce,Electronics,Non-Cash,1351,1755
2023-05-31,Восток,Mobile Commerce,Clothing,Cash,938,788
2023-05-31,Восток,Mobile Commerce,Clothing,Non-Cash,1740,1462
2023-05-31,Восток,Mobile Commerce,Home & Kitchen,Cash,548,472
2023-05-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,1018,878
2023-05-31,Восток,Mobile Commerce,Sports,Cash,630,630
2023-05-31,Восток,Mobile Commerce,Sports,Non-Cash,1170,1170
2023-05-31,Восток,Mobile Commerce,Books,Cash,350,315
2023-05-31,Восток,Mobile Commerce,Books,Non-Cash,649,585
2023-06-30,Север,B2C,Electronics,Cash,318,315
2023-06-30,Север,B2C,Electronics,Non-Cash,591,585
2023-06-30,Север,B2C,Clothing,Cash,207,262
2023-06-30,Север,B2C,Clothing,Non-Cash,386,488
2023-06-30,Север,B2C,Home & Kitchen,Cash,183,158
2023-06-30,Север,B2C,Home & Kitchen,Non-Cash,339,292
2023-06-30,Север,B2C,Sports,Cash,178,210
2023-06-30,Север,B2C,Sports,Non-Cash,332,390
2023-06-30,Север,B2C,Books,Cash,91,105
2023-06-30,Север,B2C,Books,Non-Cash,170,195
2023-06-30,Север,B2B,Electronics,Cash,483,420
2023-06-30,Север,B2B,Electronics,Non-Cash,897,780
2023-06-30,Север,B2B,Clothing,Cash,378,350
2023-06-30,Север,B2B,Clothing,Non-Cash,702,650
2023-06-30,Север,B2B,Home & Kitchen,Cash,235,210
2023-06-30,Север,B2B,Home & Kitchen,Non-Cash,437,390
2023-06-30,Север,B2B,Sports,Cash,319,280
2023-06-30,Север,B2B,Sports,Non-Cash,593,520
2023-06-30,Север,B2B,Books,Cash,150,140
2023-06-30,Север,B2B,Books,Non-Cash,278,260
2023-06-30,Север,Mobile Commerce,Electronics,Cash,408,378
2023-06-30,Север,Mobile Commerce,Electronics,Non-Cash,758,702
2023-06-30,Север,Mobile Commerce,Clothing,Cash,318,315
2023-06-30,Север,Mobile Commerce,Clothing,Non-Cash,591,585
2023-06-30,Север,Mobile Commerce,Home & Kitchen,Cash,208,189
2023-06-30,Север,Mobile Commerce,Home & Kitchen,Non-Cash,386,351
2023-06-30,Север,Mobile Commerce,Sports,Cash,252,252
2023-06-30,Север,Mobile Commerce,Sports,Non-Cash,468,468
2023-06-30,Север,Mobile Commerce,Books,Cash,125,126
2023-06-30,Север,Mobile Commerce,Books,Non-Cash,232,234
2023-06-30,Запад,B2C,Electronics,Cash,439,472
2023-06-30,Запад,B2C,Electronics,Non-Cash,817,878
2023-06-30,Запад,B2C,Clothing,Cash,374,394
2023-06-30,Запад,B2C,Clothing,Non-Cash,694,731
2023-06-30,Запад,B2C,Home & Kitchen,Cash,248,236
2023-06-30,Запад,B2C,Home & Kitchen,Non-Cash,461,439
2023-06-30,Запад,B2C,Sports,Cash,324,315
2023-06-30,Запад,B2C,Sports,Non-Cash,603,585
2023-06-30,Запад,B2C,Books,Cash,131,158
2023-06-30,Запад,B2C,Books,Non-Cash,242,292
2023-06-30,Запад,B2B,Electronics,Cash,586,630
2023-06-30,Запад,B2B,Electronics,Non-Cash,1088,1170
2023-06-30,Запад,B2B,Clothing,Cash,525,525
2023-06-30,Запад,B2B,Clothing,Non-Cash,975,975
2023-06-30,Запад,B2B,Home & Kitchen,Cash,312,315
2023-06-30,Запад,B2B,Home & Kitchen,Non-Cash,579,585
2023-06-30,Запад,B2B,Sports,Cash,479,420
2023-06-30,Запад,B2B,Sports,Non-Cash,889,780
2023-06-30,Запад,B2B,Books,Cash,246,210
2023-06-30,Запад,B2B,Books,Non-Cash,456,390
2023-06-30,Запад,Mobile Commerce,Electronics,Cash,584,567
2023-06-30,Запад,Mobile Commerce,Electronics,Non-Cash,1085,1053
2023-06-30,Запад,Mobile Commerce,Clothing,Cash,467,472
2023-06-30,Запад,Mobile Commerce,Clothing,Non-Cash,869,878
2023-06-30,Запад,Mobile Commerce,Home & Kitchen,Cash,264,284
2023-06-30,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,489,526
2023-06-30,Запад,Mobile Commerce,Sports,Cash,295,378
2023-06-30,Запад,Mobile Commerce,Sports,Non-Cash,548,702
2023-06-30,Запад,Mobile Commerce,Books,Cash,225,189
2023-06-30,Запад,Mobile Commerce,Books,Non-Cash,418,351
2023-06-30,Восток,B2C,Electronics,Cash,741,788
2023-06-30,Восток,B2C,Electronics,Non-Cash,1374,1462
2023-06-30,Восток,B2C,Clothing,Cash,787,656
2023-06-30,Восток,B2C,Clothing,Non-Cash,1463,1219
2023-06-30,Восток,B2C,Home & Kitchen,Cash,296,394
2023-06-30,Восток,B2C,Home & Kitchen,Non-Cash,548,731
2023-06-30,Восток,B2C,Sports,Cash,446,525
2023-06-30,Восток,B2C,Sports,Non-Cash,829,975
2023-06-30,Восток,B2C,Books,Cash,204,262
2023-06-30,Восток,B2C,Books,Non-Cash,381,488
2023-06-30,Восток,B2B,Electronics,Cash,850,1050
2023-06-30,Восток,B2B,Electronics,Non-Cash,1580,1950
2023-06-30,Восток,B2B,Clothing,Cash,892,875
2023-06-30,Восток,B2B,Clothing,Non-Cash,1658,1625
2023-06-30,Восток,B2B,Home & Kitchen,Cash,578,525
2023-06-30,Восток,B2B,Home & Kitchen,Non-Cash,1072,975
2023-06-30,Восток,B2B,Sports,Cash,567,700
2023-06-30,Восток,B2B,Sports,Non-Cash,1053,1300
2023-06-30,Восток,B2B,Books,Cash,329,350
2023-06-30,Восток,B2B,Books,Non-Cash,611,650
2023-06-30,Восток,Mobile Commerce,Electronics,Cash,1030,945
2023-06-30,Восток,Mobile Commerce,Electronics,Non-Cash,1913,1755
2023-06-30,Восток,Mobile Commerce,Clothing,Cash,890,788
2023-06-30,Восток,Mobile Commerce,Clothing,Non-Cash,1652,1462
2023-06-30,Восток,Mobile Commerce,Home & Kitchen,Cash,448,472
2023-06-30,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,834,878
2023-06-30,Восток,Mobile Commerce,Sports,Cash,743,630
2023-06-30,Восток,Mobile Commerce,Sports,Non-Cash,1381,1170
2023-06-30,Восток,Mobile Commerce,Books,Cash,236,315
2023-06-30,Восток,Mobile Commerce,Books,Non-Cash,439,585
2023-07-31,Север,B2C,Electronics,Cash,350,315
2023-07-31,Север,B2C,Electronics,Non-Cash,649,585
2023-07-31,Север,B2C,Clothing,Cash,314,262
2023-07-31,Север,B2C,Clothing,Non-Cash,586,488
2023-07-31,Север,B2C,Home & Kitchen,Cash,183,158
2023-07-31,Север,B2C,Home & Kitchen,Non-Cash,339,292
2023-07-31,Север,B2C,Sports,Cash,162,210
2023-07-31,Север,B2C,Sports,Non-Cash,300,390
2023-07-31,Север,B2C,Books,Cash,113,105
2023-07-31,Север,B2C,Books,Non-Cash,211,195
2023-07-31,Север,B2B,Electronics,Cash,365,420
2023-07-31,Север,B2B,Electronics,Non-Cash,679,780
2023-07-31,Север,B2B,Clothing,Cash,315,350
2023-07-31,Север,B2B,Clothing,Non-Cash,585,650
2023-07-31,Север,B2B,Home & Kitchen,Cash,227,210
2023-07-31,Север,B2B,Home & Kitchen,Non-Cash,421,390
2023-07-31,Север,B2B,Sports,Cash,274,280
2023-07-31,Север,B2B,Sports,Non-Cash,510,520
2023-07-31,Север,B2B,Books,Cash,122,140
2023-07-31,Север,B2B,Books,Non-Cash,226,260
2023-07-31,Север,Mobile Commerce,Electronics,Cash,302,378
2023-07-31,Север,Mobile Commerce,Electronics,Non-Cash,562,702
2023-07-31,Север,Mobile Commerce,Clothing,Cash,356,315
2023-07-31,Север,Mobile Commerce,Clothing,Non-Cash,661,585
2023-07-31,Север,Mobile Commerce,Home & Kitchen,Cash,144,189
2023-07-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,267,351
2023-07-31,Север,Mobile Commerce,Sports,Cash,214,252
2023-07-31,Север,Mobile Commerce,Sports,Non-Cash,398,468
2023-07-31,Север,Mobile Commerce,Books,Cash,102,126
2023-07-31,Север,Mobile Commerce,Books,Non-Cash,190,234
2023-07-31,Запад,B2C,Electronics,Cash,382,472
2023-07-31,Запад,B2C,Electronics,Non-Cash,711,878
2023-07-31,Запад,B2C,Clothing,Cash,445,394
2023-07-31,Запад,B2C,Clothing,Non-Cash,826,731
2023-07-31,Запад,B2C,Home & Kitchen,Cash,267,236
2023-07-31,Запад,B2C,Home & Kitchen,Non-Cash,496,439
2023-07-31,Запад,B2C,Sports,Cash,271,315
2023-07-31,Запад,B2C,Sports,Non-Cash,503,585
2023-07-31,Запад,B2C,Books,Cash,152,158
2023-07-31,Запад,B2C,Books,Non-Cash,280,292
2023-07-31,Запад,B2B,Electronics,Cash,485,630
2023-07-31,Запад,B2B,Electronics,Non-Cash,901,1170
2023-07-31,Запад,B2B,Clothing,Cash,457,525
2023-07-31,Запад,B2B,Clothing,Non-Cash,848,975
2023-07-31,Запад,B2B,Home & Kitchen,Cash,328,315
2023-07-31,Запад,B2B,Home & Kitchen,Non-Cash,608,585
2023-07-31,Запад,B2B,Sports,Cash,353,420
2023-07-31,Запад,B2B,Sports,Non-Cash,655,780
2023-07-31,Запад,B2B,Books,Cash,174,210
2023-07-31,Запад,B2B,Books,Non-Cash,324,390
2023-07-31,Запад,Mobile Commerce,Electronics,Cash,454,567
2023-07-31,Запад,Mobile Commerce,Electronics,Non-Cash,842,1053
2023-07-31,Запад,Mobile Commerce,Clothing,Cash,557,472
2023-07-31,Запад,Mobile Commerce,Clothing,Non-Cash,1036,878
2023-07-31,Запад,Mobile Commerce,Home & Kitchen,Cash,216,284
2023-07-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,400,526
2023-07-31,Запад,Mobile Commerce,Sports,Cash,446,378
2023-07-31,Запад,Mobile Commerce,Sports,Non-Cash,828,702
2023-07-31,Запад,Mobile Commerce,Books,Cash,170,189
2023-07-31,Запад,Mobile Commerce,Books,Non-Cash,316,351
2023-07-31,Восток,B2C,Electronics,Cash,686,788
2023-07-31,Восток,B2C,Electronics,Non-Cash,1272,1462
2023-07-31,Восток,B2C,Clothing,Cash,800,656
2023-07-31,Восток,B2C,Clothing,Non-Cash,1487,1219
2023-07-31,Восток,B2C,Home & Kitchen,Cash,343,394
2023-07-31,Восток,B2C,Home & Kitchen,Non-Cash,636,731
2023-07-31,Восток,B2C,Sports,Cash,504,525
2023-07-31,Восток,B2C,Sports,Non-Cash,936,975
2023-07-31,Восток,B2C,Books,Cash,244,262
2023-07-31,Восток,B2C,Books,Non-Cash,454,488
2023-07-31,Восток,B2B,Electronics,Cash,1050,1050
2023-07-31,Восток,B2B,Electronics,Non-Cash,1950,1950
2023-07-31,Восток,B2B,Clothing,Cash,770,875
2023-07-31,Восток,B2B,Clothing,Non-Cash,1430,1625
2023-07-31,Восток,B2B,Home & Kitchen,Cash,551,525
2023-07-31,Восток,B2B,Home & Kitchen,Non-Cash,1024,975
2023-07-31,Восток,B2B,Sports,Cash,721,700
2023-07-31,Восток,B2B,Sports,Non-Cash,1339,1300
2023-07-31,Восток,B2B,Books,Cash,416,350
2023-07-31,Восток,B2B,Books,Non-Cash,774,650
2023-07-31,Восток,Mobile Commerce,Electronics,Cash,1096,945
2023-07-31,Восток,Mobile Commerce,Electronics,Non-Cash,2036,1755
2023-07-31,Восток,Mobile Commerce,Clothing,Cash,756,788
2023-07-31,Восток,Mobile Commerce,Clothing,Non-Cash,1404,1462
2023-07-31,Восток,Mobile Commerce,Home & Kitchen,Cash,382,472
2023-07-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,711,878
2023-07-31,Восток,Mobile Commerce,Sports,Cash,699,630
2023-07-31,Восток,Mobile Commerce,Sports,Non-Cash,1299,1170
2023-07-31,Восток,Mobile Commerce,Books,Cash,387,315
2023-07-31,Восток,Mobile Commerce,Books,Non-Cash,720,585
2023-08-31,Север,B2C,Electronics,Cash,362,315
2023-08-31,Север,B2C,Electronics,Non-Cash,673,585
2023-08-31,Север,B2C,Clothing,Cash,265,262
2023-08-31,Север,B2C,Clothing,Non-Cash,493,488
2023-08-31,Север,B2C,Home & Kitchen,Cash,166,158
2023-08-31,Север,B2C,Home & Kitchen,Non-Cash,307,292
2023-08-31,Север,B2C,Sports,Cash,168,210
2023-08-31,Север,B2C,Sports,Non-Cash,312,390
2023-08-31,Север,B2C,Books,Cash,94,105
2023-08-31,Север,B2C,Books,Non-Cash,176,195
2023-08-31,Север,B2B,Electronics,Cash,470,420
2023-08-31,Север,B2B,Electronics,Non-Cash,874,780
2023-08-31,Север,B2B,Clothing,Cash,392,350
2023-08-31,Север,B2B,Clothing,Non-Cash,728,650
2023-08-31,Север,B2B,Home & Kitchen,Cash,260,210
2023-08-31,Север,B2B,Home & Kitchen,Non-Cash,484,390
2023-08-31,Север,B2B,Sports,Cash,297,280
2023-08-31,Север,B2B,Sports,Non-Cash,551,520
2023-08-31,Север,B2B,Books,Cash,150,140
2023-08-31,Север,B2B,Books,Non-Cash,278,260
2023-08-31,Север,Mobile Commerce,Electronics,Cash,465,378
2023-08-31,Север,Mobile Commerce,Electronics,Non-Cash,863,702
2023-08-31,Север,Mobile Commerce,Clothing,Cash,287,315
2023-08-31,Север,Mobile Commerce,Clothing,Non-Cash,532,585
2023-08-31,Север,Mobile Commerce,Home & Kitchen,Cash,202,189
2023-08-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,376,351
2023-08-31,Север,Mobile Commerce,Sports,Cash,214,252
2023-08-31,Север,Mobile Commerce,Sports,Non-Cash,398,468
2023-08-31,Север,Mobile Commerce,Books,Cash,110,126
2023-08-31,Север,Mobile Commerce,Books,Non-Cash,204,234
2023-08-31,Запад,B2C,Electronics,Cash,491,472
2023-08-31,Запад,B2C,Electronics,Non-Cash,913,878
2023-08-31,Запад,B2C,Clothing,Cash,296,394
2023-08-31,Запад,B2C,Clothing,Non-Cash,548,731
2023-08-31,Запад,B2C,Home & Kitchen,Cash,245,236
2023-08-31,Запад,B2C,Home & Kitchen,Non-Cash,457,439
2023-08-31,Запад,B2C,Sports,Cash,318,315
2023-08-31,Запад,B2C,Sports,Non-Cash,591,585
2023-08-31,Запад,B2C,Books,Cash,180,158
2023-08-31,Запад,B2C,Books,Non-Cash,333,292
2023-08-31,Запад,B2B,Electronics,Cash,611,630
2023-08-31,Запад,B2B,Electronics,Non-Cash,1135,1170
2023-08-31,Запад,B2B,Clothing,Cash,494,525
2023-08-31,Запад,B2B,Clothing,Non-Cash,916,975
2023-08-31,Запад,B2B,Home & Kitchen,Cash,252,315
2023-08-31,Запад,B2B,Home & Kitchen,Non-Cash,468,585
2023-08-31,Запад,B2B,Sports,Cash,466,420
2023-08-31,Запад,B2B,Sports,Non-Cash,866,780
2023-08-31,Запад,B2B,Books,Cash,197,210
2023-08-31,Запад,B2B,Books,Non-Cash,367,390
2023-08-31,Запад,Mobile Commerce,Electronics,Cash,629,567
2023-08-31,Запад,Mobile Commerce,Electronics,Non-Cash,1169,1053
2023-08-31,Запад,Mobile Commerce,Clothing,Cash,378,472
2023-08-31,Запад,Mobile Commerce,Clothing,Non-Cash,702,878
2023-08-31,Запад,Mobile Commerce,Home & Kitchen,Cash,293,284
2023-08-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,542,526
2023-08-31,Запад,Mobile Commerce,Sports,Cash,329,378
2023-08-31,Запад,Mobile Commerce,Sports,Non-Cash,611,702
2023-08-31,Запад,Mobile Commerce,Books,Cash,191,189
2023-08-31,Запад,Mobile Commerce,Books,Non-Cash,355,351
2023-08-31,Восток,B2C,Electronics,Cash,977,788
2023-08-31,Восток,B2C,Electronics,Non-Cash,1813,1462
2023-08-31,Восток,B2C,Clothing,Cash,617,656
2023-08-31,Восток,B2C,Clothing,Non-Cash,1146,1219
2023-08-31,Восток,B2C,Home & Kitchen,Cash,343,394
2023-08-31,Восток,B2C,Home & Kitchen,Non-Cash,636,731
2023-08-31,Восток,B2C,Sports,Cash,593,525
2023-08-31,Восток,B2C,Sports,Non-Cash,1102,975
2023-08-31,Восток,B2C,Books,Cash,215,262
2023-08-31,Восток,B2C,Books,Non-Cash,400,488
2023-08-31,Восток,B2B,Electronics,Cash,956,1050
2023-08-31,Восток,B2B,Electronics,Non-Cash,1774,1950
2023-08-31,Восток,B2B,Clothing,Cash,910,875
